151700.0,351102.0,3
155799.0,354358.0,7
142857.0,352716.0,5
152726.0,349144.0,3
151008.0,349692.0,6
145865.0,351895.0,6
148629.0,350242.0,6
151083.0,353684.0,7
161316.0,348971.0,3
158758.0,352360.0,3
145731.0,350480.0,5
159597.0,355339.0,3
152294.0,345996.0,2
149801.0,349982.0,6
152260.0,350394.0,3
149352.0,342567.0,2
149607.0,353888.0,7
154711.0,359310.0,7
154456.0,349715.0,3
154482.0,351351.0,3
152123.0,348751.0,3
146182.0,350827.0,5
152268.0,349032.0,3
155155.0,350195.0,3
151546.0,355246.0,7
153272.0,347661.0,3
152299.0,348418.0,3
149040.0,349665.0,6
150929.0,349676.0,6
147510.0,354280.0,6
152809.0,356672.0,7
146373.0,346559.0,5
146620.0,347645.0,5
147440.0,351382.0,6
140689.0,347871.0,5
154549.0,356725.0,7
151028.0,355250.0,7
147613.0,351520.0,6
154333.0,352207.0,3
144588.0,348394.0,5
149677.0,352370.0,6
149236.0,353471.0,6
151009.0,350546.0,6
150989.0,356166.0,7
147265.0,351837.0,6
149905.0,349644.0,6
149479.0,351115.0,6
151985.0,353649.0,7
153457.0,349093.0,3
153508.0,350082.0,3
147269.0,357194.0,7
150245.0,348533.0,2
146161.0,352594.0,6
146479.0,352222.0,6
149978.0,354997.0,7
154847.0,352140.0,3
147566.0,342000.0,2
151174.0,347435.0,2
149287.0,351539.0,6
153533.0,351164.0,3
146556.0,355830.0,6
150103.0,354435.0,7
151747.0,351738.0,3
153480.0,350609.0,3
154883.0,345616.0,3
150272.0,355889.0,7
145283.0,349950.0,5
147653.0,344901.0,2
146643.0,351028.0,6
157433.0,351067.0,3
148053.0,348011.0,2
152366.0,351788.0,3
149392.0,347713.0,2
152810.0,346040.0,2
147581.0,344238.0,2
145566.0,348412.0,5
145502.0,347577.0,5
151544.0,351539.0,6
149439.0,345216.0,2
149380.0,349283.0,6
154488.0,345713.0,3
150922.0,355786.0,7
150626.0,349695.0,6
155021.0,354360.0,7
147456.0,351303.0,6
152203.0,353079.0,7
152641.0,346632.0,2
149229.0,353880.0,6
150682.0,354638.0,7
146313.0,343097.0,2
146370.0,349082.0,5
150332.0,347981.0,2
152284.0,350721.0,3
158176.0,348142.0,3
147891.0,350667.0,6
150592.0,351938.0,6
149739.0,350744.0,6
143887.0,349016.0,5
148612.0,345804.0,2
144325.0,349614.0,5
152658.0,348627.0,3
147192.0,345695.0,2
150317.0,349855.0,6
148278.0,349168.0,6
150960.0,350700.0,6
148102.0,352932.0,6
151549.0,351968.0,6
152338.0,354342.0,7
155413.0,348247.0,3
149386.0,347218.0,2
143238.0,349025.0,5
147345.0,354087.0,6
154284.0,354530.0,7
146610.0,349265.0,5
153039.0,348426.0,3
150392.0,345255.0,2
154543.0,352568.0,3
143799.0,349452.0,5
149375.0,346232.0,2
146180.0,348565.0,5
159196.0,345163.0,3
152610.0,351614.0,3
154361.0,349889.0,3
146654.0,354798.0,6
148518.0,345574.0,2
149138.0,352967.0,6
153474.0,350799.0,3
149121.0,350172.0,6
152218.0,352477.0,7
143512.0,353106.0,5
148881.0,346518.0,2
147396.0,353889.0,6
145013.0,345694.0,5
151606.0,346781.0,2
150892.0,347973.0,2
150106.0,352328.0,6
145783.0,346212.0,5
153565.0,351410.0,3
151107.0,351407.0,6
149054.0,350390.0,6
150072.0,351752.0,6
149171.0,346227.0,2
144465.0,352617.0,5
149097.0,350267.0,6
147371.0,352034.0,6
146903.0,346596.0,5
146343.0,349798.0,5
148313.0,352593.0,6
143667.0,352558.0,5
153049.0,350040.0,3
151645.0,344332.0,2
149937.0,346543.0,2
149890.0,350677.0,6
147476.0,352247.0,6
153221.0,351779.0,3
149579.0,348030.0,2
147740.0,356836.0,7
154273.0,350655.0,3
149289.0,352652.0,6
148137.0,348506.0,5
149071.0,346399.0,2
147319.0,351888.0,6
146458.0,352911.0,6
157988.0,356532.0,7
155235.0,348859.0,3
150973.0,344975.0,2
146025.0,354691.0,6
147263.0,350557.0,6
149442.0,346398.0,2
152503.0,348491.0,3
145788.0,347034.0,5
142632.0,352916.0,5
145418.0,351405.0,5
151055.0,350869.0,6
151238.0,350880.0,6
151428.0,347558.0,2
149588.0,353084.0,6
150581.0,351148.0,6
148494.0,349028.0,6
152726.0,349691.0,3
145694.0,349249.0,5
151439.0,347353.0,2
147316.0,352064.0,6
148941.0,354275.0,7
151748.0,357959.0,7
153286.0,351914.0,3
146466.0,347059.0,5
153987.0,351031.0,3
152088.0,347040.0,2
149785.0,348049.0,2
149383.0,347865.0,2
149312.0,347309.0,2
149041.0,351094.0,6
150073.0,346498.0,2
150162.0,352116.0,6
152612.0,352764.0,7
154829.0,353747.0,7
151477.0,350083.0,3
149337.0,351881.0,6
151977.0,355871.0,7
150579.0,350225.0,6
146744.0,349115.0,5
153002.0,355877.0,7
150971.0,342203.0,2
150427.0,348606.0,2
151629.0,357810.0,7
150827.0,348599.0,2
147023.0,347939.0,5
149487.0,346090.0,2
149538.0,352449.0,6
148318.0,343193.0,2
155319.0,348017.0,3
147231.0,351507.0,6
148470.0,349842.0,6
147748.0,351738.0,6
146287.0,350027.0,5
149392.0,352082.0,6
149133.0,345863.0,2
154839.0,351170.0,3
149213.0,344992.0,2
146635.0,352128.0,6
155071.0,349530.0,3
153904.0,352452.0,3
149274.0,348236.0,2
145237.0,350558.0,5
148594.0,353176.0,6
149507.0,343722.0,2
150873.0,344212.0,2
149174.0,344152.0,2
151402.0,352810.0,7
151239.0,351399.0,6
146045.0,347394.0,5
147002.0,354417.0,6
147656.0,350199.0,6
148394.0,344847.0,2
148986.0,346692.0,2
150039.0,345645.0,2
140421.0,352047.0,5
148555.0,347964.0,2
153929.0,346706.0,3
146627.0,347847.0,5
152953.0,347664.0,3
151108.0,352795.0,7
149908.0,351493.0,6
150577.0,351009.0,6
145051.0,350813.0,5
149733.0,350108.0,6
155072.0,347522.0,3
150311.0,351735.0,6
150131.0,347429.0,2
147678.0,346395.0,2
149903.0,346611.0,2
